transaction_id,line_no,sku,quantity,regular_price,sale_price,unit_cost,promotion
T0001588,3,PRE-001,1,10.00,10.00,3.2000,
T0001589,1,EDI-001,1,20.00,20.00,6.0000,
T0001589,2,FLO-002,1,40.00,36.00,16.0000,
T0001590,1,VAP-005,1,28.00,28.00,9.0000,
T0001591,1,VAP-003,1,32.00,32.00,12.0000,
T0001591,2,VAP-005,1,28.00,28.00,9.0000,
T0001592,1,TIN-001,1,50.00,50.00,18.0000,
T0001593,1,ACC-001,1,20.00,20.00,5.0000,
T0001594,1,ACC-005,1,12.00,12.00,2.5000,
T0001594,2,PRE-005,2,6.00,6.00,1.8000,
T0001595,1,VAP-005,3,28.00,28.00,9.0000,
T0001595,2,ACC-004,1,2.00,2.00,0.4000,
T0001595,3,PRE-001,1,10.00,10.00,3.2000,
T0001595,4,FLO-007,1,32.00,32.00,13.0000,
T0001596,1,VAP-005,1,28.00,28.00,9.0000,
T0001596,2,PRE-001,1,10.00,10.00,3.2000,
T0001597,1,CON-003,1,30.00,24.00,12.0000,
T0001598,1,FLO-002,1,40.00,40.00,16.0000,
T0001599,1,VAP-004,2,60.00,60.00,24.0000,
T0001600,1,VAP-003,1,32.00,25.60,12.0000,
T0001601,1,ACC-004,2,2.00,2.00,0.4000,
T0001601,2,PRE-004,1,35.00,35.00,12.0000,
T0001601,3,TIN-001,1,50.00,50.00,18.0000,
T0001601,4,ACC-001,1,20.00,20.00,5.0000,
T0001602,1,PRE-005,1,6.00,5.40,1.8000,
T0001603,1,FLO-008,1,32.00,32.00,13.5000,
T0001603,2,VAP-001,1,55.00,55.00,22.0000,
T0001604,1,PRE-002,2,10.00,9.00,3.4000,
T0001604,2,EDI-004,1,25.00,25.00,7.5000,
T0001604,3,EDI-001,1,20.00,20.00,6.0000,
T0001605,1,TOP-001,1,35.00,35.00,12.0000,
T0001605,2,PRE-003,1,18.00,18.00,6.0000,
T0001605,3,VAP-003,1,32.00,28.80,12.0000,
T0001605,4,PRE-005,1,6.00,6.00,1.8000,
T0001606,1,PRE-005,1,6.00,6.00,1.8000,
T0001606,2,FLO-001,1,35.00,35.00,14.0000,
T0001607,1,VAP-003,1,32.00,32.00,12.0000,
T0001607,2,ACC-002,1,3.00,3.00,0.6000,
T0001608,1,VAP-002,1,40.00,40.00,14.0000,
T0001608,2,FLO-001,1,35.00,35.00,14.0000,
T0001609,1,VAP-005,1,28.00,28.00,9.0000,
T0001609,2,VAP-003,2,32.00,32.00,12.0000,
T0001610,1,VAP-005,3,28.00,28.00,9.0000,
T0001610,2,FLO-003,1,70.00,56.00,28.0000,
T0001610,3,EDI-001,1,20.00,20.00,6.0000,
T0001610,4,FLO-001,3,35.00,35.00,14.0000,
T0001610,5,EDI-002,1,22.00,22.00,7.0000,
T0001611,1,PRE-001,1,10.00,10.00,3.2000,
T0001612,1,PRE-001,2,10.00,10.00,3.2000,
T0001612,2,FLO-008,1,32.00,32.00,13.5000,
T0001612,3,EDI-004,2,25.00,25.00,7.5000,
T0001612,4,PRE-004,1,35.00,35.00,12.0000,
T0001613,1,FLO-003,1,70.00,56.00,28.0000,
T0001613,2,EDI-004,2,25.00,20.00,7.5000,
T0001613,3,PRE-005,1,6.00,4.80,1.8000,
T0001614,1,ACC-001,3,20.00,18.00,5.0000,
T0001614,2,EDI-001,2,20.00,20.00,6.0000,
T0001614,3,EDI-005,1,14.00,14.00,4.0000,
T0001614,4,TIN-002,1,45.00,45.00,16.0000,
T0001614,5,PRE-005,1,6.00,5.40,1.8000,
T0001615,1,ACC-002,1,3.00,2.40,0.6000,
T0001615,2,ACC-004,1,2.00,2.00,0.4000,
T0001615,3,PRE-003,1,18.00,16.20,6.0000,
T0001615,4,EDI-002,1,22.00,22.00,7.0000,
T0001616,1,VAP-002,1,40.00,40.00,14.0000,
T0001616,2,EDI-005,1,14.00,14.00,4.0000,
T0001616,3,FLO-001,3,35.00,35.00,14.0000,
T0001616,4,PRE-001,2,10.00,10.00,3.2000,
T0001617,1,PRE-002,1,10.00,10.00,3.4000,
T0001617,2,VAP-006,1,15.00,15.00,4.0000,
T0001617,3,EDI-004,1,25.00,25.00,7.5000,
T0001617,4,PRE-005,1,6.00,6.00,1.8000,
T0001618,1,FLO-004,1,38.00,38.00,15.0000,
T0001618,2,PRE-001,1,10.00,10.00,3.2000,
T0001618,3,EDI-006,1,8.00,8.00,3.0000,
T0001619,1,FLO-001,1,35.00,28.00,14.0000,
T0001619,2,VAP-002,1,40.00,40.00,14.0000,
T0001620,1,ACC-002,3,3.00,3.00,0.6000,
T0001621,1,CON-004,2,55.00,55.00,22.0000,
T0001621,2,VAP-003,1,32.00,32.00,12.0000,
T0001622,1,PRE-002,1,10.00,10.00,3.4000,
T0001623,1,FLO-004,1,38.00,38.00,15.0000,
T0001623,2,FLO-007,1,32.00,32.00,13.0000,
T0001623,3,PRE-004,1,35.00,35.00,12.0000,
T0001624,1,ACC-002,1,3.00,3.00,0.6000,
T0001624,2,FLO-003,1,70.00,70.00,28.0000,
T0001624,3,PRE-002,1,10.00,10.00,3.4000,
T0001625,1,VAP-002,2,40.00,36.00,14.0000,
T0001625,2,FLO-007,1,32.00,32.00,13.0000,
T0001626,1,PRE-004,1,35.00,35.00,12.0000,
T0001627,1,ACC-003,1,22.00,22.00,6.0000,
T0001628,1,VAP-005,1,28.00,28.00,9.0000,
T0001628,2,EDI-001,1,20.00,20.00,6.0000,
T0001628,3,ACC-004,1,2.00,1.80,0.4000,
T0001629,1,CON-003,1,30.00,30.00,12.0000,
T0001629,2,FLO-007,1,32.00,32.00,13.0000,
T0001629,3,VAP-001,1,55.00,55.00,22.0000,
T0001630,1,EDI-004,2,25.00,25.00,7.5000,
T0001631,1,EDI-001,1,20.00,20.00,6.0000,
T0001631,2,ACC-002,1,3.00,3.00,0.6000,
T0001632,1,PRE-001,1,10.00,10.00,3.2000,
T0001632,2,FLO-001,2,35.00,35.00,14.0000,
T0001632,3,VAP-003,1,32.00,32.00,12.0000,
T0001633,1,EDI-004,1,25.00,25.00,7.5000,
T0001634,1,EDI-006,1,8.00,8.00,3.0000,
T0001634,2,VAP-006,2,15.00,15.00,4.0000,
T0001634,3,ACC-004,1,2.00,2.00,0.4000,
T0001634,4,VAP-003,1,32.00,32.00,12.0000,
T0001635,1,VAP-003,1,32.00,32.00,12.0000,
T0001636,1,CON-002,1,45.00,45.00,18.0000,
T0001637,1,VAP-002,1,40.00,40.00,14.0000,
T0001638,1,FLO-004,1,38.00,34.20,15.0000,
T0001639,1,EDI-006,1,8.00,8.00,3.0000,
T0001639,2,EDI-001,1,20.00,20.00,6.0000,
T0001640,1,FLO-004,1,38.00,38.00,15.0000,
T0001640,2,EDI-001,1,20.00,20.00,6.0000,
T0001641,1,VAP-001,3,55.00,55.00,22.0000,
T0001641,2,PRE-002,1,10.00,10.00,3.4000,
T0001641,3,ACC-004,2,2.00,2.00,0.4000,
T0001642,1,EDI-006,1,8.00,8.00,3.0000,
T0001643,1,TOP-001,1,35.00,35.00,12.0000,
T0001643,2,VAP-001,1,55.00,55.00,22.0000,
T0001643,3,ACC-001,3,20.00,20.00,5.0000,
T0001643,4,FLO-007,1,32.00,32.00,13.0000,
T0001643,5,EDI-006,1,8.00,8.00,3.0000,
T0001644,1,EDI-007,1,18.00,18.00,6.0000,
T0001644,2,TOP-001,1,35.00,35.00,12.0000,
T0001644,3,EDI-002,1,22.00,22.00,7.0000,
T0001644,4,FLO-002,2,40.00,40.00,16.0000,
T0001645,1,PRE-002,1,10.00,10.00,3.4000,
T0001645,2,PRE-005,1,6.00,6.00,1.8000,
T0001645,3,FLO-005,1,38.00,38.00,15.5000,
T0001646,1,PRE-003,1,18.00,18.00,6.0000,
T0001647,1,VAP-003,1,32.00,32.00,12.0000,
T0001647,2,EDI-004,2,25.00,25.00,7.5000,
T0001648,1,VAP-006,1,15.00,15.00,4.0000,
T0001648,2,FLO-010,2,45.00,45.00,18.0000,
T0001648,3,ACC-002,2,3.00,3.00,0.6000,
T0001648,4,PRE-001,1,10.00,10.00,3.2000,
T0001649,1,FLO-001,1,35.00,31.50,14.0000,
T0001650,1,VAP-004,1,60.00,60.00,24.0000,
T0001651,1,EDI-004,1,25.00,25.00,7.5000,
T0001652,1,PRE-002,1,10.00,10.00,3.4000,
T0001653,1,PRE-001,1,10.00,10.00,3.2000,
T0001653,2,FLO-010,1,45.00,45.00,18.0000,
T0001653,3,FLO-004,1,38.00,38.00,15.0000,
T0001654,1,PRE-002,1,10.00,10.00,3.4000,
T0001655,1,FLO-005,1,38.00,30.40,15.5000,
T0001655,2,VAP-005,2,28.00,28.00,9.0000,
T0001656,1,TOP-001,1,35.00,35.00,12.0000,
T0001656,2,FLO-006,1,120.00,120.00,52.0000,
T0001657,1,FLO-004,1,38.00,38.00,15.0000,
T0001658,1,FLO-002,1,40.00,40.00,16.0000,
T0001659,1,PRE-002,1,10.00,10.00,3.4000,
T0001660,1,ACC-002,1,3.00,3.00,0.6000,
T0001661,1,FLO-009,2,210.00,168.00,95.0000,
T0001661,2,VAP-005,1,28.00,22.40,9.0000,
T0001661,3,PRE-001,1,10.00,10.00,3.2000,
T0001662,1,EDI-003,1,20.00,20.00,6.5000,
T0001662,2,VAP-006,2,15.00,15.00,4.0000,
T0001663,1,PRE-002,2,10.00,10.00,3.4000,
T0001664,1,PRE-005,1,6.00,6.00,1.8000,
T0001665,1,FLO-005,1,38.00,34.20,15.5000,
T0001666,1,PRE-003,2,18.00,18.00,6.0000,
T0001667,1,TOP-002,1,24.00,24.00,9.0000,
T0001667,2,EDI-001,1,20.00,16.00,6.0000,
T0001667,3,FLO-005,1,38.00,38.00,15.5000,
T0001668,1,EDI-002,1,22.00,19.80,7.0000,
T0001668,2,VAP-003,1,32.00,28.80,12.0000,
T0001669,1,ACC-002,1,3.00,3.00,0.6000,
T0001669,2,VAP-003,1,32.00,32.00,12.0000,
T0001670,1,EDI-001,2,20.00,20.00,6.0000,
T0001670,2,VAP-003,3,32.00,32.00,12.0000,
T0001670,4,VAP-004,1,60.00,60.00,24.0000,
T0001670,5,FLO-007,2,32.00,32.00,13.0000,
T0001671,1,VAP-002,1,40.00,36.00,14.0000,
T0001671,2,FLO-005,1,38.00,38.00,15.5000,
T0001671,3,PRE-004,1,35.00,35.00,12.0000,
T0001671,4,VAP-005,1,28.00,28.00,9.0000,
T0001671,5,FLO-003,1,70.00,70.00,28.0000,
T0001672,1,EDI-002,1,22.00,22.00,7.0000,
T0001672,2,TIN-002,3,45.00,45.00,16.0000,
T0001673,1,PRE-005,1,6.00,6.00,1.8000,
T0001673,2,ACC-002,1,3.00,3.00,0.6000,
T0001674,1,ACC-004,1,2.00,2.00,0.4000,
T0001674,2,EDI-005,1,14.00,14.00,4.0000,
T0001674,3,VAP-003,2,32.00,32.00,12.0000,
T0001674,4,EDI-007,1,18.00,18.00,6.0000,
T0001674,5,FLO-002,1,40.00,40.00,16.0000,
T0001675,1,FLO-001,1,35.00,28.00,14.0000,
T0001676,1,PRE-003,1,18.00,18.00,6.0000,
T0001677,1,VAP-006,1,15.00,15.00,4.0000,
T0001677,2,EDI-005,1,14.00,14.00,4.0000,
T0001677,3,VAP-003,1,32.00,28.80,12.0000,
T0001678,1,ACC-004,1,2.00,2.00,0.4000,
T0001678,2,EDI-003,1,20.00,20.00,6.5000,
T0001679,1,PRE-005,1,6.00,6.00,1.8000,
T0001679,2,ACC-002,1,3.00,3.00,0.6000,
T0001680,1,ACC-004,1,2.00,2.00,0.4000,
T0001680,2,EDI-001,2,20.00,20.00,6.0000,
T0001681,1,PRE-001,3,10.00,10.00,3.2000,
T0001681,2,FLO-001,1,35.00,35.00,14.0000,
T0001681,3,FLO-005,2,38.00,38.00,15.5000,
T0001682,1,PRE-002,2,10.00,10.00,3.4000,
T0001682,2,EDI-002,1,22.00,19.80,7.0000,
T0001682,3,FLO-003,2,70.00,70.00,28.0000,
T0001683,1,PRE-002,1,10.00,9.00,3.4000,
T0001683,2,FLO-001,1,35.00,35.00,14.0000,
T0001684,1,FLO-001,1,35.00,35.00,14.0000,
T0001685,1,ACC-004,1,2.00,2.00,0.4000,
T0001685,2,FLO-003,1,70.00,56.00,28.0000,
T0001686,1,PRE-005,1,6.00,6.00,1.8000,
T0001686,2,FLO-004,1,38.00,38.00,15.0000,
T0001686,3,VAP-003,3,32.00,32.00,12.0000,
T0001687,1,PRE-003,1,18.00,18.00,6.0000,
T0001688,1,PRE-004,3,35.00,35.00,12.0000,
T0001688,2,FLO-001,1,35.00,31.50,14.0000,
T0001689,1,VAP-003,1,32.00,32.00,12.0000,
T0001690,1,VAP-005,1,28.00,28.00,9.0000,
T0001690,2,ACC-003,1,22.00,22.00,6.0000,
T0001691,1,VAP-006,1,15.00,15.00,4.0000,
T0001691,2,PRE-001,2,10.00,10.00,3.2000,
T0001691,3,ACC-002,1,3.00,3.00,0.6000,
T0001692,1,FLO-004,1,38.00,38.00,15.0000,
T0001692,2,FLO-008,1,32.00,32.00,13.5000,
T0001693,1,EDI-003,1,20.00,20.00,6.5000,
T0001693,2,FLO-005,1,38.00,38.00,15.5000,
T0001694,1,FLO-001,1,35.00,35.00,14.0000,
T0001695,1,CON-001,1,75.00,75.00,32.0000,
T0001696,1,FLO-005,1,38.00,38.00,15.5000,
T0001697,1,EDI-004,3,25.00,25.00,7.5000,
T0001697,2,TOP-001,1,35.00,35.00,12.0000,
T0001697,3,PRE-001,2,10.00,10.00,3.2000,
T0001698,1,PRE-002,2,10.00,10.00,3.4000,
T0001698,2,EDI-007,1,18.00,18.00,6.0000,
T0001698,3,EDI-001,1,20.00,20.00,6.0000,
T0001699,1,VAP-003,1,32.00,32.00,12.0000,
T0001700,1,EDI-004,1,25.00,25.00,7.5000,
T0001700,2,EDI-007,1,18.00,18.00,6.0000,
T0001701,1,ACC-004,1,2.00,1.80,0.4000,
T0001701,2,FLO-002,2,40.00,40.00,16.0000,
T0001701,3,VAP-005,1,28.00,28.00,9.0000,
T0001701,4,FLO-007,1,32.00,32.00,13.0000,
T0001701,5,FLO-008,1,32.00,32.00,13.5000,
T0001702,1,FLO-003,2,70.00,70.00,28.0000,
T0001702,2,FLO-007,1,32.00,32.00,13.0000,
T0001702,3,EDI-001,1,20.00,20.00,6.0000,
T0001702,4,VAP-004,1,60.00,60.00,24.0000,
T0001703,1,PRE-005,1,6.00,6.00,1.8000,
T0001703,2,VAP-003,1,32.00,32.00,12.0000,
T0001704,1,FLO-002,1,40.00,32.00,16.0000,
T0001704,2,FLO-005,2,38.00,30.40,15.5000,
T0001705,1,FLO-004,1,38.00,34.20,15.0000,
T0001706,1,VAP-003,1,32.00,28.80,12.0000,
T0001707,1,FLO-005,1,38.00,38.00,15.5000,
T0001708,1,PRE-004,2,35.00,35.00,12.0000,
T0001709,1,PRE-004,2,35.00,35.00,12.0000,
T0001709,2,PRE-001,1,10.00,10.00,3.2000,
T0001709,3,PRE-005,1,6.00,6.00,1.8000,
T0001709,4,EDI-003,1,20.00,20.00,6.5000,
T0001710,1,VAP-005,1,28.00,28.00,9.0000,
T0001711,1,PRE-003,1,18.00,18.00,6.0000,
T0001711,2,FLO-004,1,38.00,38.00,15.0000,
T0001711,3,CON-004,1,55.00,55.00,22.0000,
T0001712,1,FLO-005,1,38.00,38.00,15.5000,
T0001712,2,EDI-006,2,8.00,8.00,3.0000,
T0001712,3,EDI-001,1,20.00,20.00,6.0000,
T0001712,4,VAP-005,2,28.00,28.00,9.0000,
T0001713,1,PRE-001,1,10.00,10.00,3.2000,
T0001713,2,ACC-004,2,2.00,2.00,0.4000,
T0001714,1,PRE-002,3,10.00,10.00,3.4000,
T0001714,2,ACC-004,1,2.00,2.00,0.4000,
T0001715,1,FLO-004,1,38.00,38.00,15.0000,
T0001716,1,ACC-004,1,2.00,2.00,0.4000,
T0001716,2,PRE-002,1,10.00,10.00,3.4000,
T0001717,1,FLO-002,1,40.00,40.00,16.0000,
T0001718,1,VAP-005,2,28.00,28.00,9.0000,
T0001718,2,EDI-007,1,18.00,18.00,6.0000,
T0001719,1,VAP-001,1,55.00,55.00,22.0000,
T0001720,1,EDI-001,2,20.00,20.00,6.0000,
T0001720,2,PRE-005,1,6.00,4.80,1.8000,
T0001720,3,CON-003,1,30.00,24.00,12.0000,
T0001721,1,PRE-005,2,6.00,6.00,1.8000,
T0001721,2,FLO-008,1,32.00,32.00,13.5000,
T0001722,1,FLO-003,2,70.00,70.00,28.0000,
T0001723,1,VAP-002,1,40.00,40.00,14.0000,
T0001723,2,VAP-004,1,60.00,48.00,24.0000,
T0001723,4,VAP-003,2,32.00,25.60,12.0000,
T0001724,1,ACC-003,2,22.00,22.00,6.0000,
T0001725,1,VAP-002,1,40.00,40.00,14.0000,
T0001725,2,ACC-002,1,3.00,3.00,0.6000,
T0001726,1,EDI-004,2,25.00,25.00,7.5000,
T0001727,1,VAP-004,1,60.00,60.00,24.0000,
T0001727,2,VAP-003,1,32.00,28.80,12.0000,
T0001727,3,EDI-004,2,25.00,25.00,7.5000,
T0001727,4,EDI-002,1,22.00,19.80,7.0000,
T0001727,5,PRE-003,1,18.00,18.00,6.0000,
T0001728,1,PRE-001,1,10.00,8.00,3.2000,
T0001729,1,FLO-010,1,45.00,45.00,18.0000,
T0001729,2,VAP-001,1,55.00,55.00,22.0000,
T0001730,1,ACC-004,1,2.00,2.00,0.4000,
T0001730,2,FLO-008,1,32.00,25.60,13.5000,
T0001731,1,FLO-004,1,38.00,38.00,15.0000,
T0001731,2,FLO-001,1,35.00,35.00,14.0000,
T0001732,1,VAP-002,2,40.00,40.00,14.0000,
T0001732,2,FLO-003,2,70.00,70.00,28.0000,
T0001733,1,EDI-006,1,8.00,6.40,3.0000,
T0001734,1,VAP-001,1,55.00,55.00,22.0000,
T0001735,1,PRE-002,1,10.00,10.00,3.4000,
T0001736,1,FLO-007,1,32.00,32.00,13.0000,
T0001737,1,VAP-001,1,55.00,55.00,22.0000,
T0001737,2,FLO-005,1,38.00,38.00,15.5000,
T0001737,3,FLO-009,1,210.00,210.00,95.0000,
T0001737,4,FLO-007,1,32.00,32.00,13.0000,
T0001737,5,FLO-002,1,40.00,40.00,16.0000,
T0001738,1,PRE-002,1,10.00,10.00,3.4000,
T0001738,2,EDI-006,1,8.00,8.00,3.0000,
T0001738,3,EDI-004,1,25.00,25.00,7.5000,
T0001739,1,EDI-003,2,20.00,20.00,6.5000,
T0001739,2,PRE-002,2,10.00,10.00,3.4000,
T0001739,3,VAP-006,3,15.00,15.00,4.0000,
T0001740,1,EDI-002,1,22.00,22.00,7.0000,
T0001741,1,CON-002,3,45.00,45.00,18.0000,
T0001742,1,PRE-005,1,6.00,4.80,1.8000,
T0001742,2,PRE-001,1,10.00,10.00,3.2000,
T0001743,1,VAP-001,1,55.00,55.00,22.0000,
T0001743,2,FLO-002,1,40.00,40.00,16.0000,
T0001743,3,TIN-001,1,50.00,50.00,18.0000,
T0001744,1,PRE-004,1,35.00,35.00,12.0000,
T0001744,2,EDI-002,1,22.00,22.00,7.0000,
T0001745,1,ACC-005,1,12.00,12.00,2.5000,
T0001746,1,VAP-003,1,32.00,32.00,12.0000,
T0001746,2,ACC-002,1,3.00,3.00,0.6000,
T0001747,1,FLO-010,2,45.00,45.00,18.0000,
T0001747,2,PRE-002,2,10.00,10.00,3.4000,
T0001748,1,EDI-005,1,14.00,14.00,4.0000,
T0001749,1,VAP-002,1,40.00,40.00,14.0000,
T0001750,1,VAP-002,2,40.00,40.00,14.0000,
T0001751,1,PRE-002,1,10.00,10.00,3.4000,
T0001752,1,PRE-001,1,10.00,10.00,3.2000,
T0001752,2,FLO-002,1,40.00,40.00,16.0000,
T0001752,3,EDI-002,1,22.00,22.00,7.0000,
T0001752,4,ACC-002,1,3.00,3.00,0.6000,
T0001753,1,ACC-004,1,2.00,2.00,0.4000,
T0001754,1,FLO-004,1,38.00,38.00,15.0000,
T0001755,1,ACC-002,1,3.00,2.70,0.6000,
T0001755,2,EDI-002,1,22.00,22.00,7.0000,
T0001755,3,FLO-002,1,40.00,40.00,16.0000,
T0001755,4,PRE-004,1,35.00,35.00,12.0000,
T0001756,1,PRE-005,3,6.00,5.40,1.8000,
T0001757,1,EDI-003,2,20.00,20.00,6.5000,
T0001757,2,ACC-004,2,2.00,2.00,0.4000,
T0001758,1,EDI-006,1,8.00,8.00,3.0000,
T0001759,1,PRE-001,3,10.00,10.00,3.2000,
T0001760,1,FLO-010,1,45.00,36.00,18.0000,
T0001761,1,EDI-001,1,20.00,20.00,6.0000,
T0001761,2,FLO-006,1,120.00,120.00,52.0000,
T0001762,1,PRE-001,2,10.00,10.00,3.2000,
T0001762,2,VAP-006,1,15.00,15.00,4.0000,
T0001763,1,EDI-001,1,20.00,20.00,6.0000,
T0001764,1,PRE-002,1,10.00,10.00,3.4000,
T0001765,1,PRE-004,1,35.00,35.00,12.0000,
T0001765,2,FLO-001,1,35.00,35.00,14.0000,
T0001765,3,FLO-007,1,32.00,32.00,13.0000,
T0001765,4,EDI-007,1,18.00,14.40,6.0000,
T0001766,1,EDI-004,1,25.00,25.00,7.5000,
T0001766,2,PRE-001,1,10.00,10.00,3.2000,
T0001766,3,PRE-005,2,6.00,6.00,1.8000,
T0001766,4,PRE-002,1,10.00,10.00,3.4000,
T0001766,5,EDI-006,1,8.00,8.00,3.0000,
T0001767,1,FLO-005,1,38.00,38.00,15.5000,
T0001768,1,VAP-005,1,28.00,28.00,9.0000,
T0001768,2,PRE-001,2,10.00,10.00,3.2000,
T0001768,3,EDI-005,1,14.00,14.00,4.0000,
T0001769,1,ACC-002,2,3.00,3.00,0.6000,
T0001770,1,FLO-001,1,35.00,35.00,14.0000,
T0001771,1,EDI-003,1,20.00,18.00,6.5000,
T0001772,1,FLO-001,1,35.00,31.50,14.0000,
T0001772,2,VAP-003,1,32.00,32.00,12.0000,
T0001773,1,VAP-003,1,32.00,25.60,12.0000,
T0001773,2,PRE-003,1,18.00,16.20,6.0000,
T0001773,3,EDI-001,2,20.00,20.00,6.0000,
T0001774,1,VAP-003,2,32.00,32.00,12.0000,
T0001774,3,FLO-003,2,70.00,70.00,28.0000,
T0001775,1,PRE-002,1,10.00,10.00,3.4000,
T0001775,2,VAP-003,3,32.00,32.00,12.0000,
T0001776,1,VAP-006,2,15.00,15.00,4.0000,
T0001776,2,ACC-002,1,3.00,2.70,0.6000,
T0001776,3,VAP-005,1,28.00,28.00,9.0000,
T0001777,1,FLO-007,1,32.00,32.00,13.0000,
T0001777,2,PRE-003,1,18.00,18.00,6.0000,
T0001778,1,VAP-002,1,40.00,40.00,14.0000,
T0001778,2,VAP-005,1,28.00,28.00,9.0000,
T0001779,1,PRE-005,2,6.00,6.00,1.8000,
T0001780,1,FLO-002,1,40.00,40.00,16.0000,
T0001781,1,PRE-005,1,6.00,6.00,1.8000,
T0001781,2,FLO-001,1,35.00,35.00,14.0000,
T0001781,3,PRE-002,1,10.00,10.00,3.4000,
T0001782,1,EDI-001,1,20.00,20.00,6.0000,
T0001783,1,VAP-003,1,32.00,32.00,12.0000,
T0001783,2,EDI-004,1,25.00,25.00,7.5000,
T0001783,3,FLO-008,1,32.00,32.00,13.5000,
T0001783,4,FLO-002,1,40.00,40.00,16.0000,
T0001784,1,EDI-003,1,20.00,20.00,6.5000,
T0001784,2,VAP-001,1,55.00,55.00,22.0000,
T0001785,1,PRE-001,1,10.00,10.00,3.2000,
T0001785,2,FLO-005,1,38.00,38.00,15.5000,
T0001786,1,ACC-004,1,2.00,2.00,0.4000,
T0001786,2,VAP-003,1,32.00,32.00,12.0000,
T0001786,3,EDI-006,1,8.00,7.20,3.0000,
T0001787,1,FLO-007,1,32.00,32.00,13.0000,
T0001788,1,FLO-004,1,38.00,34.20,15.0000,
T0001788,2,PRE-005,1,6.00,6.00,1.8000,
T0001788,3,EDI-004,1,25.00,25.00,7.5000,
T0001788,4,VAP-003,1,32.00,28.80,12.0000,
T0001789,1,PRE-001,1,10.00,10.00,3.2000,
T0001789,2,FLO-001,1,35.00,35.00,14.0000,
T0001790,1,PRE-003,3,18.00,18.00,6.0000,
T0001790,2,FLO-001,1,35.00,31.50,14.0000,
T0001791,1,CON-002,1,45.00,45.00,18.0000,
T0001791,2,ACC-003,1,22.00,22.00,6.0000,
T0001792,1,FLO-004,2,38.00,30.40,15.0000,
T0001793,1,EDI-007,1,18.00,14.40,6.0000,
T0001793,2,PRE-004,1,35.00,35.00,12.0000,
T0001794,1,VAP-003,1,32.00,32.00,12.0000,
T0001794,2,FLO-005,1,38.00,34.20,15.5000,
T0001794,3,PRE-003,2,18.00,18.00,6.0000,
T0001794,4,EDI-005,1,14.00,14.00,4.0000,
T0001794,5,FLO-001,1,35.00,35.00,14.0000,
T0001795,1,EDI-006,2,8.00,8.00,3.0000,
T0001795,2,ACC-004,1,2.00,2.00,0.4000,
T0001796,1,PRE-005,1,6.00,6.00,1.8000,
T0001796,2,FLO-008,1,32.00,32.00,13.5000,
T0001797,1,VAP-004,1,60.00,60.00,24.0000,
T0001797,2,FLO-002,2,40.00,40.00,16.0000,
T0001797,3,FLO-006,1,120.00,108.00,52.0000,
T0001798,1,VAP-001,1,55.00,55.00,22.0000,
T0001798,2,TOP-001,1,35.00,31.50,12.0000,
T0001799,1,EDI-003,2,20.00,20.00,6.5000,
T0001799,2,FLO-010,1,45.00,45.00,18.0000,
T0001799,3,PRE-005,1,6.00,6.00,1.8000,
T0001800,1,FLO-005,1,38.00,38.00,15.5000,
T0001800,2,PRE-001,1,10.00,10.00,3.2000,
T0001801,1,FLO-005,2,38.00,38.00,15.5000,
T0001802,1,PRE-004,1,35.00,35.00,12.0000,
T0001803,1,FLO-002,1,40.00,36.00,16.0000,
T0001803,2,PRE-005,1,6.00,6.00,1.8000,
T0001804,1,CON-004,2,55.00,55.00,22.0000,
T0001804,2,PRE-001,1,10.00,10.00,3.2000,
T0001805,1,EDI-001,1,20.00,20.00,6.0000,
T0001805,2,ACC-004,1,2.00,2.00,0.4000,
T0001805,3,PRE-003,2,18.00,16.20,6.0000,
T0001806,1,PRE-002,1,10.00,10.00,3.4000,
T0001806,2,PRE-004,1,35.00,35.00,12.0000,
T0001806,3,EDI-005,1,14.00,14.00,4.0000,
T0001807,1,FLO-005,1,38.00,38.00,15.5000,
T0001807,2,PRE-001,1,10.00,10.00,3.2000,
T0001808,1,ACC-001,1,20.00,20.00,5.0000,
T0001808,2,FLO-001,1,35.00,28.00,14.0000,
T0001808,3,VAP-001,1,55.00,55.00,22.0000,
T0001809,1,FLO-004,1,38.00,38.00,15.0000,
T0001809,2,EDI-005,1,14.00,14.00,4.0000,
T0001810,1,EDI-003,1,20.00,20.00,6.5000,
T0001810,2,FLO-003,1,70.00,70.00,28.0000,
T0001811,1,ACC-004,1,2.00,1.80,0.4000,
T0001812,1,ACC-004,1,2.00,1.60,0.4000,
T0001812,2,PRE-005,1,6.00,6.00,1.8000,
T0001812,3,PRE-001,1,10.00,10.00,3.2000,
T0001813,1,FLO-004,1,38.00,34.20,15.0000,
T0001813,2,VAP-003,1,32.00,32.00,12.0000,
T0001813,3,VAP-002,1,40.00,40.00,14.0000,
T0001814,1,EDI-001,1,20.00,20.00,6.0000,
T0001815,1,FLO-001,2,35.00,35.00,14.0000,
T0001815,2,TIN-001,1,50.00,50.00,18.0000,
T0001815,3,EDI-002,1,22.00,22.00,7.0000,
T0001815,4,PRE-001,1,10.00,10.00,3.2000,
T0001815,5,PRE-002,1,10.00,10.00,3.4000,
T0001816,1,PRE-002,1,10.00,10.00,3.4000,
T0001816,2,ACC-005,1,12.00,12.00,2.5000,
T0001817,1,PRE-002,1,10.00,10.00,3.4000,
T0001817,2,ACC-004,1,2.00,2.00,0.4000,
